,n,Pi,Fehler,Operationen,Laufzeit,Algorithmus
10,573,3.1762652705061082024432809773123909249563699825479930191972076788830715532286212914485165794066317626527050610820244328097731239092495636998254799301919720767888307155322862129144851657940663176265270506108202443280977312390924956369982547993019197207678883071553228621291448516579406631762652705061082024432809773123909249563699825479930191972076788830715532286212914485165794066317626527050610820244328097731239092495636998254799301919720767888307155322862129144851657940663176265270506108202443281,0.0346726169163149639806375940328880407592005831728871982222630865752551469424122928204817540645146946705569745687421261626792792996989814681001205220634909593385466128303476918089255211711173626961450861820092686621642851106168474032114716340307178116222397402318625135186905250097272695690050213648344778562743709968027500748490615851637651054923145151789628686099609179677589401103785057531195704149997525027581496576106076393625482593602836837121674578238329517355984421805649016358226726372323789701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,2279,0E-21,montecarlo
11,1082,3.1792975970425138632162661737523105360443622920517560073937153419593345656192236598890942698706099815157116451016635859519408502772643253234750462107208872458410351201478743068391866913123844731977818853974121996303142329020332717190388170055452865064695009242144177449168207024029574861367837338262476894639556377079482439926062846580406654343807763401109057301293900184842883548983364140480591497227356746765249537892791127541589648798521256931608133086876155268022181146025878003696857670979667283,0.0377049434527206247536227904728076518471928926766501864187707496515181593330146612610594445284929135335635585883812793048470056677137430917496868025924061283907510174459357857336270466894355182673999209686012239643807867735576234852520338402740845973238523572909573963063663757547440925295234846849739648769490313923600691110853636952114113426654119722183153701180594879354678883769522670961176381133026174061591941973260205680415829472403325880422652342252355640526507627168350754784578289149547791701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,4304,16.9489383697509765625000,montecarlo
12,2043,3.1169848262359275575134605971610376896720509055310817425354870288790993636808614782183064121390112579539892315222711698482623592755751346059716103768967205090553108174253548702887909936368086147821830641213901125795398923152227116984826235927557513460597161037689672050905531081742535487028879099363680861478218306412139011257953989231522271169848262359275575134605971610376896720509055310817425354870288790993636808614782183064121390112579539892315222711698482623592755751346059716103768967205090553,0.0246078273538656809491827861184651945251184938440240784394575634287170426053475204097284132031058100281588549910111367988314853339754476257537490312317606083949732852765836508167686509861403401481989003074208630863935538132529365353041595725154505630859324631544931435199012184739598449043723392049056384391847756743742737557255220396770269747305381319650328465507333695111307944704786158701989761224041781710020787304748738797052429213538391158870258032925317003902917767511467532808510414625028938298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,7964,4.4302940368652343750000,montecarlo
13,3856,3.1628630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871369294605809128630705394190871,0.0212704169496258486742860773014099788733700197120311084856363205552541331328781383014257555707460025572710006236471539338190184609888368554115700524524317456202553163851984083550212682401215844887051725006496052469296244109434389031426774156416611613937705202134691119704585364223260254798766803193071882760639331034989620479396599500338164477037227690368702209015325399905986206155453136289713514611063618167711698686278206769531574864753438243420328384006905766695197850437078560216351323564071379701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,15249,6.3147544860839843750000,montecarlo
14,7278,3.1437208024182467710909590546853531189887331684528716680406705138774388568287991206375377851057982962352294586424841989557570761198131354767793349821379499862599615278922780983786754602912888156086837043143720802418246771090959054685353118988733168452871668040670513877438856828799120637537785105798296235229458642484198955757076119813135476779334982137949986259961527892278098378675460291288815608683704314372080241824677109095905468535311898873316845287166804067051387743885682879912063753778510580,0.0021281488284535326283156714058502347915637690777658470657259215696224505425901220095029597636812282530813721292018923086632315102625532450539755740094688688096774251903395772731158156683398606783017398855611045758912309806202572347485287336021149361415182371435910391334313562316986701465182614385558989359392579328317206941866910184842935862181338459024082659848222586789893713461618821769400492589373741668422645905146187234731649209193967822131364542543004439555714225028155630999784371948391088701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,28604,7.6074600219726562500000,montecarlo
15,13738,3.1256369194933760372688892124035521910030572135682049788906682195370505168146746251273838986752074537778424807104382006114427136409957781336439074101033629349250254767797350414907555684961420876401222885427281991556267287814820206725869850050953559470082981511136992284175280244577085456398311253457562964041345173970010190711894016596302227398456835056048915417091279662250691512592808269034794002038142378803319260445479691367011209783083418255932450138302518561653806958800407628475760663852089096,0.0159557340964172011937541708759506931941121858069008420842763727707658894715343735006509266669096142043056058028441060356511309685548040980814519980251181825252586259222034796148040761268068672902596758860827765103067173469936275611997981601758459621373504158097611201929263021905048479674291237955174281828720889185871558103315193031990313518696808622876988183022025643237513152621033200484621114056188193900338335474051230494162609543034512795253030606321281065841866560057119620436518717978030395298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,53679,1.27696990966796875000,montecarlo
16,25929,3.1419645956265185699409927108642832349878514404720583130857341200971884762235334953141270392224921902117320374869836862200624783061437001041305102395001735508503991669559180839986115931968066643526553280111072544255466851787573759111419645956265185699409927108642832349878514404720583130857341200971884762235334953141270392224921902117320374869836862200624783061437001041305102395001735508503991669559180839986115931968066643526553280111072544255466851787573759111419645956265185699409927108642832350,0.0003719420367253314783493275847803507906820410969524921107895277893720699373244966860922138803751222295839509737013795729686336965931178724051508313716924334001150642539795628930519485738577094222733635822962787596132390502817276773551814303553166607953441439408228863773971138238449194784738709559147516365268889985388643409712692489027833952683218521698879461323695735816897729787894038984576553464850267282458336048535721665379460784954613204281371042949959483923972437407658450497647726812712858701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,101839,32.36865997314453125000,montecarlo
17,48939,3.1361490835529945442285293937350579292588732912401152455097161772819223931833507018941948139520627720223134923067492184147612333721571752589958928461962851713357444982529271133451848219211671672898914975786182798994666830135474774719548826089621774045239992643903635137620302825967020167964200331024336418807086372831484092441610985103904861153681113222583215840127505670324281248084349904983755287194262244835407343836204254275731012076258198982406669527370808557592104456568381045791699871268313615,0.0054435700367986942341139895444449549382961081349905754652284150258940131028582967338400113900542959598345942065330882323326112373934069727294665619321959461145396044490114077603748227017817876404904668501926957664667631149281707618319005563090245046216493025330968348484240440515113768108402160388400827062979690324397656373598224524387679763472530456342687759985799635163923417129491564535659828900068327868250252083326667585442807249859732068778811217252991069903569062289146203120579510561805876298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,191854,50.9607791900634765625000,montecarlo
18,92367,3.1433304102114391503459027574783201792848095098898957419857741401149761278378641722693169638507259086037221085452596706615999220500828217870018513105329825587060313748416642307317548475104745201208223716262301471304686738770340056513689954204423657799863587644938127253239793432719477735554905972912403780570983143330410211439150345902757478320179284809509889895741985774140114976127837864172269316963850725908603722108545259670661599922050082821787001851310532982558706031374841664230731754847510474,0.0017377566216459118832593741988172950876401105147899210108295478071597215516551736412821385086088406215740220319773640145060774405322395552764919024045014412557472721397257096261952028875255651904404071974191714645352277485583574175822122551711638708407101975703523767135250166237343799482303481499666534700917080174528462623941136274464937403025641130583986295628680468651910310913996394652854200869520153204946126189014337809487780595932151770601521106686733355063032512517314415318452373017390982701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,362929,78.1896114349365234375000,montecarlo
19,174332,3.1399169400913200100956795080650712433747103228322969965353463506413050960236789573916435307344606842117339329555101759860496064979464470091549457357226441502420668609320147764036436225133653029851088727256040199160223022738223619301103641328040749833650735378473257921666704907876924488906224904205768304155289906614964550398090998783929513801252782048046256567927861780969644127297340706238671041461120161530872129041139893995365165316751944565541610260881536378863318266296491751370947387742927288,0.0016757134984732283669638752144316408224590765428088244395982416665113102625300412363912946076563837704141535577721306610442381116041352225704136724058369672082172417699237447019160221095836519452730917032069557499111438546532863036764190324671269257805750290761345564437838358605209447166377587206968941714776156540917198417118210844363027115900861630879647032185443524518560537916500763280744074633210411172785466878391027865808654009365986485643870483742263248632355252561035497541331994087192203298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,684239,142.7700519561767578125000,montecarlo
20,329034,3.1448178607681880899846216500422448743898806810238455600333096275764814578432623984147534905207364588461982652248703781372137833780095674003294492362491414261140186120583283186539992827488952509467106742768224560379778381565430928110772746889379213090440501589501388914215552192174668879203972841712406620592400785329175708285465939690123209151637824662496884820413695849061191244673802707319000468036737844721214221022751448178607681880899846216500422448743898806810238455600333096275764814578432624,0.0032252071783948515219782667627419901927112816487397390583650352686650515570533997867186651786193908640501787115880714901199387684589851686040898281206603086637345093563897975484396381259462960163287098480114803720443920280674445772904915236667193998984015920266785428111008925692534943131370350299669374722334722173293959470256730061830668234484180983570981220300390543572986579459961237799585351942407272017556625103220526317433862554781915165314941704120099179314564936742805847363485432748313132701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,1293444,281.5816402435302734375000,montecarlo
21,621016,3.1449302433431666816958017184742422095404949308874489546163061821273525963904311644144434281886457031702886882141522923724992592783438751980625297898926919757300939106238808661934636144640395738596107024617723214860808739227330696793641387661509526324603552887526247310858335373001661792932871294781454906153786697927267574426423795844229456245893825601916858824893400492096821982042330632383062594200471485436768134798459298955260411970061962976799309518595334097672201682404318085202313627990261120,0.0033375897533734432331583351947393253433255315123431336413615898195361901042221657864086028465286351881406017008699857254054146687932929663371703817642108582798098079219423450879039698410906189292287380329613458201474277942574214455773556008797507233147067218291643824753792106519527856860268803368717660283720634771385825611214586215936915328740181922990955224780095186608617316828489162863647478106140912733110538878928377094086592643944031925613828773971534470176528163546790836290034246160141628701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,2441319,516.8926715850830078125000,montecarlo
22,1172102,3.1391192916657424012585935353749076445565317694193850023291488283442908552327357175399410631497941305449525723870448135059917993485208625187910267195175846470699649006656417274264526466126668156866893836884503225828468853393305360796244695427531051051870912258489448870490793463367522621751349285301108606588846363200472313842993186599801041206311396107164734809769115657169768501376160095281809944868279381828543932183376532076559889838938931935957792069290897891139167069077605873891521386363985387,0.0024733619240508372040498479045952396406376299557208186457957639635255510534732810880937621923229374371955141262374931411020452610297197129343326886108964703803192020362967936791069980102821392436925807403606530830865607891451121541623136225180968039585573410745154615613749803114611314321253206111628639281219699955409434972216023028491499710842247571761168790344189648318436163837681374237605171226051190875113663736154389784613929487178999115227688675332901736356506449779921375020757995466134104298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,4599214,988.1968498229980468750000,montecarlo
23,2212216,3.1411616225540363147179118133129857120642830537343550539368669243871303706328857579910822451333866132421065574066908475483406683614981538873238417948337775334777435838091759575014374726518567807121908529727657697078404640414860031750968259880590322102362517945806376954149142760019817233036918637239763205762909227670354070307781880250391462678147161036716125369312942316663472282995873820639575882282742733982576746574475548499784831137646595088363884900931916232411301608884485059325129191724497065,0.0004310310357569237447315699665171721328863456407507670380776679206860356533232406369525802087304547400415291065914590987531762480524283444015176132947035839725405188927625636041221719710921742181911114560452059580929820869896450586899571772121696989093967723428226531955400506462316703035683854172974040107156835485527678507427329377901078239006482642209778230800362988824732382217967648879839233811587838721080849345055373361388988188471335962821595843691883395084371909973042189587150190105622426298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,8686164,1881.9499015808105468750000,montecarlo
24,4175318,3.1423752633931116144925967315543390946509942476237738059711859072770026139326393821979547426088264414830199759635074502109779422788875003053659625446492937783421526216685770999957368516601609745652905958300661171197020203012081953997276375116817449593060935717950105836250077239625820117174308639485663127934207645980497772864246507691150709957900212630511017364425895225225958837147254412717785806973265269854894884653097081467806763460890883041722810094943666566235194540870898935123025359984556865,0.0007826098033183760299533482748362104538248482486679849962413149691862076464303835699199172667093735008718894502251435638840976693369180736406031365208126608918685189666385788901772070372120196349086314012551414537685741727325471659408543464105430501604450048715502350145533973143686181101706148072925882064141582824616024049037298062858169040746568951585113764312589919737754171933412943198370690878934697151237288733566159606632944134772951990537329350319866938739521022013371686210745978154437373701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,16400524,3585.5078697204589843750000,montecarlo
25,7880462,3.1417645310642954689712354427951051600781781575750254236363299512135202225453279262053417680333970267225449472378649881187168975626048320517248861805310399314151886018865391394565445528447443817380250041177788814919734401358702065944864653874354067058504945522229534258270644538353208225609107689371511467221084246075928035691308453742940451968425201466614520823779113458068828959520393601288858445101315125940585716928779048741050968839136588692388847252864108728650680632683718289612969391896058886,0.0001718774745022305085920595156022758810087581999196026613853589057038162591189275773069426912799587403968607245826814716230529530542498199995267724025588139649044991846006183509849082217954268076430396889679058260399940073945583606996822221642047967048459852994930772166101271871074289536505197958774221351018182920046286876099244114647911051271557787688617223665808152580624294306552131769443329006984553236928121009248126879877149513018657641203366508240309101155007113826191040700690010065939394701663266375593433569139786050536047752628092978201390562972294607828237068232476153251815323305948679994318728547364391722142286572422103908263628212785315590987750465698534504146289492077203107410764579800438878709780391359655818401863702252286900394812927886500000016270219500489402682671839036814049755405446530916973574776917466553149647380688118289899968621612471134124667916185793828223308526964017465095712445312688404371361176462124062480422181422194678287731933869980721233888040907835798011,30948199,6719.0344333648681640625000,montecarlo
26,14873521,3.1415606297930395902893470886954070929136416319982336394993492126040632880405386189322622397211796722511098750591739508082854086802983637835318214160587798948211388547473056312624293870967069599726924108958463836505155705901783444552234807077624726519026664903354088114038363881692841930300162281681654263304566551524686051137454271923910955583415655243973501634212907622882302045359669711025385313941466852401660642426228463320823630127661096521798705229245986878291965970935866497247020392817544682,0.0000320237967536481732962945840957912835277673768721814755953797037531182456703796957725856209373957310382114541083558388084359292522184481935379920697012226291452479546328898431302575262419949576895535329645920154178755382973037785633024575087292572429820765880515372066179384789292005772440209731082982565499511631195697677754937704381585333737988434952401965900397682605902619854171758494029802152863720301996953493302458540350189198456834529386775515377812749203707547921660751665258989012574809298336733624406566430860213949463952247371907021798609437027705392171762931767523846748184676694051320005681271452635608277857713427577896091736371787214684409012249534301465495853710507922796892589235420199561121290219608640344181598136297747713099605187072113499999983729780499510597317328160963185950244594553469083026425223082533446850352619311881710100031378387528865875332083814206171776691473035982534904287554687311595628638823537875937519577818577805321712268066130019278766111959092164201989,58407589,12903.872013092041015625000,montecarlo
