"X","n","Pi","Fehler","Operationen","Laufzeit","k","sd","var"
16,126896,3.14430714916152,0.00271449557172485,498754,133.731842041016,9,0.00408484408376809,1.66859511886952e-05
17,148735,3.14309342118533,0.00150076759553637,584364,167.02127456665,9,0.00320314642006448,1.02601469883719e-05
18,174332,3.13773719110662,0.0038554624831691,683764,210.079669952393,9,0.0035181880183954,1.2377646932781e-05
19,204335,3.14383732595982,0.00224467237002764,802999,222.851753234863,9,0.00409325900321617,1.67547692674103e-05
20,239502,3.13707609957328,0.00451655401651201,939174,267.21715927124,9,0.00366498534143714,1.34321175529491e-05
21,280721,3.14493037571112,0.00333772212132207,1103564,304.362535476685,9,0.00259250479197437,6.72108109641006e-06
22,329034,3.14235003069592,0.000757377106122685,1292429,361.309051513672,9,0.00186870594123173,3.49206189479476e-06
23,385662,3.14504410597881,0.00345145238901722,1516159,431.778430938721,9,0.00278743061843369,7.7697694525816e-06
24,452035,3.13882774563917,0.00276490795062813,1773579,510.183572769165,9,0.0025331843397834,6.41702289932384e-06
25,529831,3.13909907121327,0.00249358237651957,2078994,561.614990234375,9,0.00190266469243363,3.62013293183357e-06
26,621016,3.14069846831644,0.000894185273356947,2438034,695.830106735229,9,0.00219526229072764,4.81917652509077e-06
27,727895,3.14653624492544,0.00494359133564244,2862939,847.999334335327,9,0.00192242679655581,3.69572478811584e-06
28,853167,3.14253598650674,0.000943332916951631,3351389,1031.12936019897,9,0.0021627488836013,4.67748273351869e-06
29,1000000,3.14086,0.000732653589793238,3926079,1336.10606193542,9,0.00138763299662887,1.92552533333323e-06
0,10000,3.1336,0.00799265358979324,39174,15.3295993804932,10,0.00902106177539844,8.13795555555549e-05
1,11721,3.14512413616586,0.00353148257606292,46084,0.660181045532227,10,0.0140985787118496,0.000198769921694219
2,13738,3.14485369049352,0.00326103690372838,54009,26.3435840606689,10,0.0182829468340128,0.000334266144935337
3,16102,3.11886722146317,0.022725432126621,62779,21.1892127990723,10,0.0134533755211227,0.000180993312912345
4,18873,3.1424786732369,0.000886019647106036,74139,15.6352519989014,10,0.0136881737509215,0.000187366100635416
5,22122,3.14076484947111,0.000827804118678511,86854,39.3712520599365,10,0.0110127033680221,0.000121279635472046
6,25929,3.13687377068148,0.0047188829083169,101674,30.0610065460205,10,0.00747372194897741,5.58565197706267e-05
7,30391,3.14237767760192,0.000785024012128383,119379,31.1617851257324,10,0.0135462124197493,0.00018349987092097
8,35622,3.1361518162933,0.00544083729649135,139649,47.142505645752,10,0.0106690817822255,0.000113829306075816
9,41753,3.13558307187507,0.00600958171471839,163654,48.7034320831299,10,0.00638948839888021,4.08255619994248e-05
10,48939,3.12961033122867,0.0119823223611208,191454,54.570198059082,10,0.00829452752755447,6.87991869053588e-05
11,57361,3.15315283903698,0.0115601854471831,226089,63.0233287811279,10,0.00993396141104189,9.86835893160693e-05
12,67233,3.14196897356953,0.000376319979733631,264059,93.494176864624,10,0.00667910247156906,4.46104098257199e-05
13,78804,3.14227704177453,0.000684388184735973,309534,91.3732051849365,10,0.00655714213104045,4.29961129266657e-05
14,92367,3.13891324823801,0.00267940535178616,362419,94.7880744934082,10,0.00335816783171773,1.12772911859837e-05
15,108263,3.14552524869993,0.00393259511013194,425684,149.774074554443,10,0.00612584353004378,3.75259589545793e-05
16,126896,3.13945278022948,0.00213987336031398,497984,151.638507843018,10,0.00408484408376809,1.66859511886952e-05
17,148735,3.13631626718661,0.00527638640318619,583104,169.5876121521,10,0.00320314642006448,1.02601469883719e-05
18,174332,3.13971043755593,0.00188221603386547,684194,185.403823852539,10,0.0035181880183954,1.2377646932781e-05
19,204335,3.14164484792131,5.21943315124605e-05,802439,215.322017669678,10,0.00409325900321617,1.67547692674103e-05
20,239502,3.14200298953662,0.000410335946828585,940649,267.25435256958,10,0.00366498534143714,1.34321175529491e-05
21,280721,3.14515836007994,0.00356570649014378,1103644,284.654378890991,10,0.00259250479197437,6.72108109641006e-06
22,329034,3.14459903839725,0.00300638480745446,1293354,358.939170837402,10,0.00186870594123173,3.49206189479476e-06
23,385662,3.14366465972795,0.00207200613815507,1515494,631.128072738647,10,0.00278743061843369,7.7697694525816e-06
24,452035,3.14009313438119,0.00149951920860594,1774294,791.848659515381,10,0.0025331843397834,6.41702289932384e-06
25,529831,3.1424284347273,0.000835781137506599,2081199,996.049880981445,10,0.00190266469243363,3.62013293183357e-06
26,621016,3.14496888969044,0.00337623610064952,2441349,948.230028152466,10,0.00219526229072764,4.81917652509077e-06
27,727895,3.14099698445518,0.000595669134617698,2857899,849.164247512817,10,0.00192242679655581,3.69572478811584e-06
28,853167,3.1420483914638,0.00045573787401162,3350869,1007.89308547974,10,0.0021627488836013,4.67748273351869e-06
29,1000000,3.141496,9.66535897932385e-05,3926874,1200.83975791931,10,0.00138763299662887,1.92552533333323e-06
